"","study_order","ManiCheck","Exp1_check","Exp1_check_DO_1","Exp1_check_DO_2","Exp1_check_DO_3","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","Duration__in_seconds_","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"115","Exp2First",3.5,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,4,3,3,4.125,4,3,2,5,35,1,"United States","United States",2,7,7,"3TMFV4NEP8FIB15650OOBSYK4HX8WB","30P8I9JKOIMKNAP6RP6NOM9WTT55VL","","",989,"Dissonance_write",4,3,3
"116","Exp2First",4,1,3,2,1,1,2,2,3,9,1,1,NA,NA,NA,NA,1,6,2,3,3.75,3.5,5,4,2,40,2,"United States of America","United States of America",3,7,4,"3O7L7BFSHEQHJ7VSTM692BLY08WIEA","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","",1039,"Dissonance_write",6,2,3
"117","Exp2First",3.83333333333333,1,1,3,2,2,3,3,3,9,1,1,NA,NA,NA,NA,1,3,2,3,4.125,4,4.5,7,7,56,1,"usa","usa",5,7,7,"3OSWBBLG1EY9HW6NWDVQZ3QSOA1XD0","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","",672,"Dissonance_write",3,2,3
"118","Exp2First",3.33333333333333,1,3,2,1,3,2,2,3,7,3,1,NA,NA,NA,NA,1,2,5,5,4.1875,4.25,3,1,7,41,2,"United States","United States",4,7,6,"3WQQ9FUS6AVQNY7VA9SSOELZUGH8BX","3BFNCI9LYKRFY516V8FE3BV9TF7371","","",391,"Dissonance_write",2,5,5
"119","Exp2First",3.33333333333333,1,1,2,3,1,1,1,3,7,5,5,1,2,9,9,NA,NA,NA,NA,5.5625,3.58333333333333,7,4,5,58,2,"USA","USA",3,7,5,"34X6J5FLPTZ2BL53KVM98TPCWRCJQ4","33EEIIWHK789GW84BHUQMX4NPPRVQN","","",1047,"Dissonance_write",2,9,9
"120","Exp2First",3.5,1,1,2,3,3,3,5,3,9,1,1,1,7,2,3,NA,NA,NA,NA,3.75,3.66666666666667,1.5,4,5,41,1,"US","US",2,7,7,"354GIDR5ZB77LMZIHPIOBIJYKE800G","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","",2167,"Dissonance_write",7,2,3
"121","Exp1First",2.66666666666667,1,1,3,2,3,2,2,3,5,4,4,1,2,9,8,NA,NA,NA,NA,4.5,3.75,5.5,2,2,28,1,"usa","usa",1,7,5,"3VELCLL3GKKYPFZQGQ59SUPCV84F13","3J9UN9O9J3TC183BDUMS432BHYN0JA","","",793,"Dissonance_write",2,9,8
"122","Exp1First",2,1,2,1,3,2,2,2,3,5,1,1,NA,NA,NA,NA,1,2,4,5,3.75,4.41666666666667,3,8,2,34,2,"USA","USA",5,7,7,"3RXPCZQMQPC43FVLRABRAFPOWN4G13","302U8RURJZ2ODZVCVP29I39IKE4VN0","","",713,"Dissonance_write",2,4,5
"123","Exp2First",3.5,1,1,2,3,1,1,1,3,9,1,1,1,5,6,7,NA,NA,NA,NA,3.875,4.08333333333333,1,1,9,35,1,"USA","USA",4,7,5,"3KB8R4ZV1E85GDDDT74GGR2XIZWBGI","3E22YV8GG17B8FYG9DTACBK0YQ3NP7","","",740,"Dissonance_write",5,6,7
"124","Exp1First",3.5,1,2,3,1,1,1,1,3,7,1,1,1,5,1,1,NA,NA,NA,NA,3.4375,3.5,4.5,0,4,41,1,"USA","USA",5,7,5,"3R6BYFZZP7D6FGKJNJQGN3TD0NKXFE","31N9JPQXIPJJVY0SQ0L532I9CZTNH2","","",347,"Dissonance_write",5,1,1
"125","Exp1First",3,1,3,2,1,4,3,4,3,8,5,3,1,6,2,5,NA,NA,NA,NA,4.375,3.91666666666667,5.5,2,9,35,2,"USA","USA",3,7,4,"3X73LLYYQ1FLHIXLG3R7SMESEONHNC","3ZG552ORAM5SOD6J964PQF6K9JE2VH","","",546,"Dissonance_write",6,2,5
"126","Exp1First",3,1,3,1,2,3,2,6,3,5,3,2,1,3,5,4,NA,NA,NA,NA,3.6875,4.33333333333333,4.5,0,6,57,2,"usa","usa",2,7,6,"3URFVVM165JK3THOJQ906OARIAYUZ8","36KM3FWE3RDJHD29CLXV1DX2Q3N073","","",748,"Dissonance_write",3,5,4
"127","Exp1First",2.66666666666667,1,1,2,3,2,2,3,3,7,5,2,NA,NA,NA,NA,1,2,7,7,4.8125,3.66666666666667,5.5,2,1,39,2,"USA","USA",4,7,6,"3V0Z7YWSIY1UAX3CZ9ARFZ23B88V2Q","38VTL6WC4AE1R4KBW0T7VLDQBA75YU","","",742,"Dissonance_write",2,7,7
"128","Exp2First",4.33333333333333,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,6,6,3.625,4.33333333333333,4,2,10,34,2,"usa","usa",2,7,7,"3GU1KF0O4I2BTQ6CWQU3A0GPJQMPB3","36KM3FWE3RDJHD29CLXV1DX2Q3N073","","",1103,"Dissonance_write",3,6,6
"129","Exp1First",3.16666666666667,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,5,4,5.125,4.08333333333333,5,4,9,51,2,"United States","United States",1,7,4,"3YDGXNSEOZV62ZMMVUI5G0FTKO584W","3H6W48L9F4Q1V97U1EKX8UXRR27PW0","","",1460,"Dissonance_write",1,5,4
"130","Exp2First",2.66666666666667,1,2,1,3,1,1,1,3,4,2,3,1,1,9,9,NA,NA,NA,NA,4.625,2.25,7,4,12,50,2,"United states","United states",3,7,6,"3DBQWDE4Y6Z91PDQF1QY3PB29F0N55","3BFNCI9LYKRFY516V8FE3BV9TF7371","","",748,"Dissonance_write",1,9,9
"131","Exp1First",2.33333333333333,1,1,3,2,5,2,4,3,9,1,1,1,2,9,7,NA,NA,NA,NA,5.25,3.5,7,7,3,36,2,"United States","United States",4,7,6,"3ERMJ6L4DYTI6B69RTQVOU0YVVMM7K","3VZYA8PITOZ4U9OQOSIY3TJ6ZXS05O","","",857,"Dissonance_write",2,9,7
"132","Exp1First",4,1,3,2,1,1,1,1,3,9,1,1,1,1,9,9,NA,NA,NA,NA,3.5,3.75,5.5,10,8,43,1,"US","US",1,7,7,"3W8CV64QJ200SGTRFT82ALJ89ZD9HC","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","",888,"Dissonance_write",1,9,9
"133","Exp1First",3.5,1,3,1,2,1,1,1,3,9,1,1,1,1,7,5,NA,NA,NA,NA,3,4.75,6,3,12,29,2,"usa","usa",2,7,6,"3WT783CTPBISZ1X8RL8XQ0HIK7BBCF","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","",543,"Dissonance_write",1,7,5
"134","Exp2First",1.66666666666667,1,2,1,3,1,1,1,3,6,7,3,NA,NA,NA,NA,1,2,7,9,3.8125,4.91666666666667,7,12,4,29,1,"United States of America","United States of America",3,7,5,"3R6BYFZZP7D6FGKJNJQGN3TD0NRFX3","37MQ8Z1JQEX9S71OEHR9XEAER0FY2L","","",926,"Dissonance_write",2,7,9
"135","Exp2First",2.83333333333333,1,2,3,1,1,1,1,3,8,1,1,NA,NA,NA,NA,1,6,3,4,3.875,4.16666666666667,6,5,5,35,1,"USA","USA",3,7,5,"3X0H8UUIT1P0ULKFJYUTSJYLGBGSW7","3FK4G712NX151K6D9QEQ6AZH89ISS4","","",647,"Dissonance_write",6,3,4
"136","Exp1First",4.16666666666667,1,3,1,2,1,1,1,3,7,8,8,NA,NA,NA,NA,1,4,7,7,4.9375,3.83333333333333,7,5,2,71,1,"United States","United States",4,7,6,"36AHBNMV1RDYH1WX19HSIHX1QG8DYZ","3OPLMF3EU5OLHUJIHL03VUBGTG2NL9","","",893,"Dissonance_write",4,7,7
"137","Exp2First",2,1,3,1,2,1,2,1,3,6,2,2,NA,NA,NA,NA,1,5,2,1,4.625,3.83333333333333,5.5,10,7,48,2,"usa","usa",1,7,5,"3H0W84IWBK3UC6YBJ90IG3MPN5VERS","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","",1052,"Dissonance_write",5,2,1
"138","Exp2First",2.5,1,2,3,1,1,1,2,3,6,3,3,NA,NA,NA,NA,1,3,6,6,4.9375,3.91666666666667,4,2,5,49,1,"usa","usa",5,7,7,"31HQ4X3T3SBKJR8GFKNRJ8H5I4GLSB","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","",711,"Dissonance_write",3,6,6
"139","Exp2First",3.66666666666667,1,1,3,2,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,4.8125,4.08333333333333,7,10,4,64,1,"United States","United States",2,7,7,"3FUI0JHJPXZZJ6XCJZIQFEFCQ2T33Q","3PGQRAZX02L2X6IM8W6FOWNIPUESYI","","",953,"Dissonance_write",9,1,1
"140","Exp2First",1.5,1,1,3,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,2.75,3.5,7,12,9,40,2,"USA","USA",1,7,4,"37Z929RLG99824GLOTPI5ZRMCH3TSN","382GHPVPHSSIFIJNTAH70ZBZ2DH34H","","",1881,"Dissonance_write",9,1,1
"141","Exp2First",4,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,7,1,2.75,5.25,7,5,15,70,2,"USA","USA",2,7,7,"3KRVW3HTZNM4P9Q1FWO6JLWUI9ASMO","31D0ZWOD0A010F07JO9FB4ZSRBT0AU","","",781,"Dissonance_write",1,7,1
"142","Exp2First",3.33333333333333,1,1,2,3,2,3,4,3,8,3,1,NA,NA,NA,NA,1,6,1,1,3.125,3.5,7,1,9,64,2,"USA","USA",4,7,7,"3483FV8BEEK9V7OBY12J37M4UF026P","3V8JSVE8YYR1NND471MAZFJ3O35YEN","","",1027,"Dissonance_write",6,1,1
"143","Exp1First",3.33333333333333,1,3,2,1,2,2,3,3,5,2,3,1,1,9,8,NA,NA,NA,NA,3.9375,4.16666666666667,4,2,6,32,2,"United States","United States",4,6,7,"3M1CVSFP606RAS2ZQP9WFUMT648AQ5","3HEADTGN2PT9SXN4OWJQRNESLBTVRO","","",963,"Dissonance_write",1,9,8
"144","Exp2First",1.5,1,1,3,2,1,1,1,3,4,6,1,1,5,2,1,NA,NA,NA,NA,4.375,4,6.5,15,6,30,2,"United States","United States",3,7,7,"36H9ULYP62V5KWFU6FBFWULYPPRJFY","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","",1985,"Dissonance_write",5,2,1
"145","Exp2First",3,1,2,3,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.1875,4.33333333333333,1,5,14,60,2,"usa","usa",5,7,6,"3WZ36BJEV3H9LIZJD73NFAHM8UBTBI","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","",686,"Dissonance_write",9,1,1
"146","Exp1First",4.16666666666667,1,1,2,3,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.25,3.75,7,1,9,67,2,"USA","USA",4,7,4,"340UGXU9DY23U9CEITKXLIXVU01VUK","3IJ95K7NDXD5V25H6U3NI268XZGNG3","","",718,"Dissonance_write",9,1,1
"147","Exp1First",4.16666666666667,1,3,2,1,2,5,3,3,8,1,1,NA,NA,NA,NA,1,3,7,5,4.5,4.33333333333333,6,1,5,56,2,"USA","USA",2,7,4,"3R3YRB5GRF4J2L9G7YT1PVJI9Q5UAN","37ZQELHEQ0Z5NC13HX1IV7Q5TLSNMB","","",1182,"Dissonance_write",3,7,5
"148","Exp2First",3.66666666666667,1,2,1,3,2,1,1,3,8,7,7,NA,NA,NA,NA,1,3,9,9,5.1875,3.75,6,9,1,28,2,"USA","USA",4,7,7,"3GA6AFUKOOPEDE4BYK7SJ8GM98HH3J","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","",680,"Dissonance_write",3,9,9
"149","Exp1First",3.66666666666667,1,3,2,1,6,5,8,3,2,8,8,NA,NA,NA,NA,1,2,6,8,4.3125,3.91666666666667,5,5,5,34,1,"United States","United States",2,7,5,"3LQ8PUHQFLTT3HMUJNEFNEIBSQGIHM","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","",1274,"Dissonance_write",2,6,8
"150","Exp2First",2.5,1,3,2,1,4,3,4,3,7,4,5,1,5,5,6,NA,NA,NA,NA,3.4375,3.58333333333333,4.5,3,2,26,1,"USA","USA",4,7,6,"3G5F9DBFOPYYPN6UIUDY23850SGHVM","3HEADTGN2PT9SXN4OWJQRNESLBTVRO","","",657,"Dissonance_write",5,5,6
"151","Exp2First",3.5,1,3,1,2,1,5,3,3,9,1,1,1,9,1,1,NA,NA,NA,NA,2.75,3.75,4,4,9,68,1,"USA","USA",4,7,7,"30BXRYBRP4YB4C6Z84IUO5RJ71MWHF","3TUOHPJXYHY64I9LN5UE27JUT1GXWW","","",2415,"Dissonance_write",9,1,1
"152","Exp2First",4.16666666666667,1,2,3,1,2,1,2,3,8,1,1,1,6,3,6,NA,NA,NA,NA,4.4375,4.41666666666667,5.5,3,11,66,2,"USA","USA",4,7,6,"32SCWG5HIH55NEPH0ZDVZKUX5RA6P2","3TUOHPJXYHY64I9LN5UE27JUT1GXWW","","",720,"Dissonance_write",6,3,6
"153","Exp2First",3,1,3,2,1,1,1,1,3,9,1,1,1,9,2,3,NA,NA,NA,NA,5.25,5.25,5.5,1,7,54,1,"United States","United States",3,7,4,"3A1PQ49WVHII3BQWBGT9VF1PBKXH1D","31KPKEKW4AE6JP5ZP29B6FJY9SW0B5","","",905,"Dissonance_no_write",9,2,3
"154","Exp1First",2.5,1,3,2,1,1,1,1,3,5,2,2,1,3,5,4,NA,NA,NA,NA,2.9375,4.16666666666667,3.5,1,13,32,1,"USA","USA",1,7,3,"3EO896NRAWWF31XV1ZG4DY0ZGVSTJ3","31KPKEKW4AE6JP5ZP29B6FJY9SW0B5","","",660,"Dissonance_no_write",3,5,4
"155","Exp1First",1.66666666666667,1,3,1,2,1,1,3,3,9,1,1,NA,NA,NA,NA,1,1,8,8,3.75,3.58333333333333,7,3,11,41,2,"United States","United States",2,7,1,"3CN4LGXD5XPLH5D48YGZFD3VD0L4YD","3XH7ZM9YX2VBVQA1LVEUZ5PVUIT9R3","","",1048,"Dissonance_no_write",1,8,8
"156","Exp1First",1.5,1,3,1,2,1,1,1,3,9,1,1,1,2,7,7,NA,NA,NA,NA,4.1875,4.5,7,5,6,40,1,"USA","USA",2,7,7,"3U5JL4WY5KAWH0NU32UXWZWMBUT4X9","3TC2K6WK9G3UD1A61DTFY1MCYKV28S","","",678,"Dissonance_no_write",2,7,7
"157","Exp2First",2.5,1,1,3,2,7,5,5,3,7,3,4,1,6,7,5,NA,NA,NA,NA,4.25,3.16666666666667,6.5,8,4,51,1,"US","US",2,7,4,"31IBVUNM9S0EBRFON4PYZIWSK9RVFI","3XH7ZM9YX2VBVQA1LVEUZ5PVUIT9R3","","",802,"Dissonance_no_write",6,7,5
"158","Exp2First",2.83333333333333,1,2,3,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,7,9,2.75,4.16666666666667,4.5,2,9,67,1,"USA","USA",2,7,4,"3FIJLY1B6U5167IS1SGZTQ7AYL5FPW","3TC2K6WK9G3UD1A61DTFY1MCYKV28S","","",850,"Dissonance_no_write",3,7,9
"159","Exp1First",3.5,1,2,3,1,4,3,6,3,8,6,6,NA,NA,NA,NA,1,2,8,7,4.25,3.5,5.5,3,10,28,1,"USA","USA",5,7,6,"33NF62TLXJ3G0I787Q2CC7D3XJUJKI","3J5XXLQDHMCH9V22D6IU9PBCFX8V3F","","",297,"Dissonance_no_write",2,8,7
"160","Exp2First",4,1,3,2,1,1,1,1,3,9,1,1,1,6,1,1,NA,NA,NA,NA,3.5625,4.5,3.5,2,9,32,1,"USA","USA",1,7,7,"3U088ZLJVKU0TC03AWB9IDS2LHX0WO","3NKW03WTLM8MVL891RZM8ZN1WYOWQT","","",367,"Dissonance_no_write",6,1,1
"161","Exp2First",3.83333333333333,1,3,2,1,2,2,2,3,8,2,2,NA,NA,NA,NA,1,8,2,2,3.8125,4,4,3,9,44,2,"Asia","USA",4,6,4,"3E337GFOL997HM2AWX9P7M2RZMIGNG","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",374,"Dissonance_no_write",8,2,2
"162","Exp1First",2.16666666666667,1,3,2,1,3,2,5,3,4,1,2,1,6,1,1,NA,NA,NA,NA,3.375,3.75,5,3,7,34,1,"United States","United States",4,7,7,"3DBQWDE4Y6Z91PDQF1QY3PB29D45NN","3HFWPF5AK9K1H3LYJBDPY2R5GTES37","","",362,"Dissonance_no_write",6,1,1
"163","Exp1First",4,1,1,2,3,5,7,5,3,6,7,6,1,3,7,5,NA,NA,NA,NA,3.3125,3.75,7,3,7,25,1,"US","US",4,7,4,"3R08VXYT7CWEBN0NVVWIXS2PTV3W7K","391JB9X4ZY94F6G0KK923F91ZQIKMY","","",539,"Dissonance_no_write",3,7,5
"164","Exp1First",3,1,3,1,2,1,1,1,3,7,1,1,NA,NA,NA,NA,1,7,1,1,3.25,4.25,2,0,0,36,1,"United States","United States",1,7,4,"3O7L7BFSHEQHJ7VSTM692BLY079IEL","3GONHBMNHVZZ41FMKLCCQUXE3ZVZMZ","","",644,"Dissonance_no_write",7,1,1
"165","Exp1First",1.66666666666667,1,2,1,3,1,2,1,3,8,1,1,1,7,1,1,NA,NA,NA,NA,5.1875,3.75,6.5,6,2,39,2,"usa","usa",2,7,4,"3K4J6M3CXEU0X38LNT4KLGIR0FJGAW","3D3B8GE892SQJDUM83A5UAPGT1HP95","","",691,"Dissonance_no_write",7,1,1
"166","Exp1First",4.5,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,3,1,1,3.8125,3.66666666666667,1,5,8,28,2,"Philippines","United States",5,7,7,"3YDTZAI2WXHORZ21W99Q1QSL6G4146","351S7I5UG9XFM4VIE0OQFFYOPRSNJ2","","",721,"Dissonance_no_write",3,1,1
"167","Exp1First",4.5,1,3,1,2,6,6,6,3,3,7,7,NA,NA,NA,NA,1,2,8,9,4.5625,4,6,0,6,62,2,"USA","USA",3,7,6,"3WAKVUDHUWH1JJBI0VHHF4HS8FS7UW","3UAU495MIIT6I56ORESH1674WHVUOK","","",767,"Dissonance_no_write",2,8,9
"168","Exp1First",2.16666666666667,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.6875,3.58333333333333,4,6,12,63,2,"USA","USA",1,7,7,"33LKR6A5KEL88KHRBAAY9Y4DMFLT1U","3K3IX1W4S6S4OW4R09O5Q500ZJZPAK","","",724,"Dissonance_no_write",9,1,1
"169","Exp2First",3,1,2,1,3,1,1,1,3,9,1,1,1,7,1,1,NA,NA,NA,NA,3,4.25,4,7,12,27,3,"USA","USA",4,7,6,"3MAOD8E57QBI38X0L79TV82M2CEXNP","3D3B8GE892SQJDUM83A5UAPGT1HP95","","",517,"Dissonance_no_write",7,1,1
"170","Exp1First",3.66666666666667,1,3,2,1,1,2,2,3,9,1,1,1,8,1,1,NA,NA,NA,NA,3.375,3.66666666666667,6.5,0,9,50,2,"United States","United States",4,7,6,"33JKGHPFYCV79WYW707KKRMOV8UMNU","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",706,"Dissonance_no_write",8,1,1
"171","Exp1First",3.5,1,2,1,3,7,5,6,3,7,4,3,NA,NA,NA,NA,1,1,9,8,4.875,4,6.5,0,3,37,2,"United States","United States",3,7,6,"3OWEPKL089DOOTR93U5V19PY0JZN7K","3MWOYZD5WVPTNFMFUDGVNBFAOL2NOL","","",594,"Dissonance_no_write",1,9,8
"172","Exp2First",2.66666666666667,1,2,3,1,3,2,4,3,4,8,8,NA,NA,NA,NA,1,2,8,8,4.1875,3.33333333333333,6.5,1,3,32,1,"United States","United States",3,7,5,"3UWN2HHPUY6A7RB1RX36W0LUNXDNS8","33W1NHWFYHM3HW56TIDOC8S6X7RZT0","","",418,"Dissonance_no_write",2,8,8
"173","Exp2First",1.5,1,3,1,2,2,3,2,3,7,6,6,NA,NA,NA,NA,1,6,3,3,3.9375,3.08333333333333,4.5,2,0,24,1,"USA","USA",4,7,7,"3SPJ0334214BKNWPB533LFSEVY3JYD","301KG0KX9CMN6CBZ4HNLBEFB14Y2HM","","",423,"Dissonance_no_write",6,3,3
"174","Exp1First",4,1,3,1,2,1,1,1,3,9,1,1,1,8,2,3,NA,NA,NA,NA,3.9375,3.66666666666667,6.5,5,6,54,2,"USA","USA",5,7,5,"3GNA64GUZE5U4MQIVTIF7J67EORQ5V","3BVS8WK9Q0WHQKMFTSYHCJJUVNPIBW","","",614,"Dissonance_no_write",8,2,3
"175","Exp2First",1.5,1,3,1,2,1,1,1,3,9,1,9,NA,NA,NA,NA,1,6,4,3,2.875,4.58333333333333,7,3,12,32,2,"United States","Tennessee",4,7,7,"3BC8WZX3V3XJLA3G5FKIFAL82SIRRB","38G0E1M85M618PFLSQEVWY1CSASUVM","","",789,"Dissonance_no_write",6,4,3
"176","Exp2First",1.66666666666667,1,1,3,2,1,1,2,3,9,1,1,1,4,2,7,NA,NA,NA,NA,3.3125,4.25,5,7,11,38,2,"United States","United States",2,7,2,"3A0EX8ZRN8P524YDNDQMNR91NTUBYK","31KSVEGZ34TM7MN9E6OMDPX6SKQWRU","","",918,"Dissonance_no_write",4,2,7
"177","Exp1First",4.16666666666667,1,1,2,3,2,2,3,3,7,1,1,NA,NA,NA,NA,1,1,7,1,3,4.16666666666667,3.5,1,10,57,2,"usa","usa",5,7,7,"3OWEPKL089DOOTR93U5V19PY0J0N7L","3FJ2RVH25Z7UR6TG65ZTYXHNIRQ29W","","",561,"Dissonance_no_write",1,7,1
"178","Exp1First",2,1,2,1,3,3,2,1,3,7,5,3,1,4,6,3,NA,NA,NA,NA,4.8125,3.83333333333333,4.5,2,0,64,1,"USA","USA",5,7,7,"3II4UPYCOJ8P8Z5BAZ0Y5VUZR5PDQQ","3B623HUYJ4RNI0R4VS8LPJZGWF6S8Z","","",1236,"Dissonance_no_write",4,6,3
"179","Exp1First",2.5,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,2,1,1,4.3125,3.16666666666667,4.5,2,11,58,2,"United States","United States",1,7,7,"3HFNH7HEMHFSKJF2CP16BGXW4X6QGE","3XQ4XW3OD9DCWLPFFBZKFSMDAFES2W","","",717,"Dissonance_no_write",2,1,1
"180","Exp2First",4.33333333333333,1,2,3,1,4,5,4,3,6,1,2,1,4,3,5,NA,NA,NA,NA,4.8125,3.75,7,4,12,64,2,"United States","United States",4,7,7,"388U7OUMF72VLGJHB213VEKLT2J0RM","37ZQELHEQ0Z5NC13HX1IV7Q5TLNNM6","","",875,"Dissonance_no_write",4,3,5
"181","Exp2First",2,1,2,1,3,1,1,1,3,8,1,1,1,2,3,7,NA,NA,NA,NA,4.625,3.33333333333333,7,12,2,41,1,"USA","USA",3,7,5,"3QL2OFSM96JU0AM5UBD6HVHC1URNCE","34D9ZRXCYRV11OKJSQSZLA5BM36SA3","","",771,"Dissonance_no_write",2,3,7
"182","Exp1First",2.33333333333333,1,1,3,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,9,9,4.4375,3.25,7,3,7,41,2,"USA","USA",2,7,4,"3AMW0RGHOD3DUZV9ZGZC1VGJ0D6PNU","3PA41K45VN5M5U6TT6CLGEYAYBTP7T","","",514,"Dissonance_no_write",1,9,9
"183","Exp2First",2.83333333333333,1,1,2,3,3,3,3,3,4,5,1,NA,NA,NA,NA,1,3,7,1,4.5,4.41666666666667,6,2,10,24,2,"USA","USA",4,7,6,"3FE2ERCCZX9VCKVL0VZPGKGOQNBPO9","368IUKXGA5931USOAW7TA0YE309P6U","","",602,"Dissonance_no_write",3,7,1
"184","Exp1First",3,1,1,3,2,1,5,2,3,9,1,1,NA,NA,NA,NA,1,7,7,5,5.1875,4,6,4,4,63,2,"USA","USA",1,7,7,"3Q8GYXHFEP3QALGZQBHKNEHQA9RC5D","3O2Y2UIUCQVY9WOJYX5P8PPS2P6KFR","","",829,"Dissonance_no_write",7,7,5
"185","Exp2First",3.83333333333333,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,6,1,1,2.75,4.16666666666667,4,1,17,46,2,"United States","United States",2,7,3,"3K772S5NP8CHNCK8N4OO2ZKJ0UVEHP","3Y7LTZE0YTNIH9KVTN3YH4E8GLYUZM","","",907,"Dissonance_no_write",6,1,1
"186","Exp2First",3.33333333333333,1,2,1,3,3,2,2,3,6,5,3,1,2,8,8,NA,NA,NA,NA,4.125,4,5.5,2,3,38,1,"USA","USA",3,7,6,"3L6L49WXW0YNFH3KXWB24G52IW954S","3UAU495MIIT6I56ORESH1674WHVUOK","","",591,"Dissonance_no_write",2,8,8
"187","Exp2First",4.16666666666667,1,2,3,1,1,5,3,3,3,7,5,1,1,8,7,NA,NA,NA,NA,4.4375,3.58333333333333,4.5,0,6,45,1,"USA","USA",5,7,7,"326O153BMIZ0BWF6185YBE5L823DEG","3J6BHNX0U9TAXO10WLO2GUY14GSNK1","","",523,"Dissonance_no_write",1,8,7
"188","Exp1First",2.66666666666667,1,3,2,1,1,1,1,3,9,1,1,1,7,2,2,NA,NA,NA,NA,3.8125,4.16666666666667,4,6,12,54,2,"USA","USA",3,7,6,"39LNWE0K4UXY83SEJMLE6T71MV4IU3","3KA7IJSNW669769J6NO1LGK6H1KPBF","","",1122,"Dissonance_no_write",7,2,2
"189","Exp2First",2,1,1,2,3,3,3,3,3,2,3,4,NA,NA,NA,NA,1,6,2,2,3.375,4.08333333333333,6.5,5,10,52,1,"United States","United States",2,7,4,"3GNCZX450IO6AG1KQCU7FPWJ166APU","3XBYQ44Z6P5ZN101IVTHD4YOG5NWT7","","",1743,"Dissonance_no_write",6,2,2
"190","Exp1First",1.5,1,1,2,3,1,1,3,3,7,2,2,NA,NA,NA,NA,1,7,1,1,3.5,4,7,8,8,34,1,"United States","United States",3,7,5,"3W2LOLRXLBGXY6QLFVBLEYZU70ORKI","3SMIWMMK616ENEFQI0JRI0KQZJUWUY","","",813,"Dissonance_no_write",7,1,1
"191","Exp2First",1.5,1,2,3,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,5.1875,2.66666666666667,5.5,6,13,43,2,"USA","USA",3,7,7,"3TR2532VIPV913MJ5M8B2O8LWOA6J0","33IXYHIZB5JBM2KXEGFFQBIY9O62E6","","",1901,"Dissonance_no_write",9,1,1
"192","Exp2First",3.5,1,1,2,3,3,5,3,3,9,1,1,NA,NA,NA,NA,1,5,6,5,5.4375,3.33333333333333,5,1,10,62,2,"united states","united stated",4,7,7,"3A0EX8ZRN8P524YDNDQMNR91NTVBYL","3Y7LTZE0YTNIH9KVTN3YH4E8GLYUZM","","",1727,"Dissonance_no_write",5,6,5
"193","Exp2First",3.16666666666667,1,2,3,1,3,3,5,3,7,1,1,NA,NA,NA,NA,1,6,3,2,3.5,4.25,6,0,4,52,2,"USA","USA",3,7,6,"32AT8R96GLAN2HVAOYFSAVDOVT5US6","33KGGVH24UID3HTIQH5T9HT0XO2X1S","","",1039,"Dissonance_no_write",6,3,2
