"","study_order","ManiCheck","Exp1_check","Exp1_check_DO_1","Exp1_check_DO_2","Exp1_check_DO_3","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"219","Exp1First",3.5,1,1,2,3,2,1,1,3,8,1,1,1,7,1,3,NA,NA,NA,NA,4.3125,4,5,3,8,52,1,"United States","United States",4,7,6,"3FDJT1UU7498TJSNIOYIBXUYFIAK58","3KG2UQJ0MJPW8RZV9Q8ZCGAA3MPNQY","","","Dissonance_no_write",7,1,3
"220","Exp1First",4.33333333333333,1,3,2,1,1,1,1,3,8,1,1,1,2,3,5,NA,NA,NA,NA,3.75,3.66666666666667,6,1,7,30,2,"United States","United States",2,7,7,"308Q0PEVB8E0OB4BLBQNAXKN9A49ID","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","","Dissonance_no_write",2,3,5
"221","Exp1First",2.33333333333333,1,3,1,2,7,6,6,3,3,4,4,1,3,3,3,NA,NA,NA,NA,4.5625,4,3.5,2,0,28,1,"United States","United States",3,7,7,"3UWN2HHPUY6A7RB1RX36W0LUNXOSNO","3UUIU9GZC565AILHMU68N4LBW8P5T5","","","Dissonance_no_write",3,3,3
"222","Exp2First",1.5,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.875,3.75,7,9,9,52,2,"United States","United States",4,7,7,"34J10VATJFZ6GALX2D19WSACJA7QIF","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","","Dissonance_no_write",9,1,1
"223","Exp2First",2.5,1,2,3,1,6,5,5,3,6,5,4,NA,NA,NA,NA,1,4,6,5,4.75,4.25,5.5,3,3,70,2,"USA","USA",2,6,6,"3I02618YA07QPPFIWHBYFQ8D899UP1","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_no_write",4,6,5
"224","Exp2First",2.83333333333333,1,1,3,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.8125,5,6,0,15,52,2,"United States","United States",4,7,4,"3YGXWBAF70I8E2CZC6YAIMBCAD64CA","3H4IKZHALBJB5UM3TYGI8MF5YB2NNB","","","Dissonance_no_write",9,1,1
"225","Exp2First",4,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,6,6,5.125,3.83333333333333,6,5,5,42,2,"usa","usa",4,7,7,"3X73LLYYQ1FLHIXLG3R7SMESEM5NHW","3ZLW647WALW8C440PWYJ7KE1IZL32L","","","Dissonance_no_write",5,6,6
"226","Exp2First",3,1,1,2,3,1,1,7,3,9,1,1,1,6,2,3,NA,NA,NA,NA,3.875,3.83333333333333,6.5,4,7,43,2,"United States","United States",4,7,7,"3HOSI13XHZPVJQ165DUE5WN08QBDDW","3ZLW647WALW8C440PWYJ7KE1IZL32L","","","Dissonance_no_write",6,2,3
"227","Exp1First",4.16666666666667,1,1,3,2,4,5,5,3,6,6,6,1,5,6,6,NA,NA,NA,NA,4.3125,3.66666666666667,7,1,3,38,1,"USA","USA",4,7,5,"38F5OAUN5NDWEX5Y0WAIWPS2E73H7I","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","","Dissonance_no_write",5,6,6
"228","Exp1First",2.66666666666667,1,3,2,1,1,1,1,3,8,2,2,1,2,7,6,NA,NA,NA,NA,4.25,3.41666666666667,6.5,17,6,30,2,"United States","United States",4,7,7,"373ERPL3YO9W1PG894PDFPMQQDQRTZ","3FK4G712NX151K6D9QEQ6AZH89ISS4","","","Dissonance_no_write",2,7,6
"229","Exp1First",3.16666666666667,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,3.6875,4,7,2,13,43,2,"USA","USA",3,7,7,"3PIWWX1FJJ7LPY1QP520BSDQIU4JJT","3J6BHNX0U9TAXO10WLO2GUY14GXNK6","","","Dissonance_no_write",9,1,1
"230","Exp1First",2.66666666666667,1,3,1,2,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.375,4.41666666666667,3.5,2,14,69,1,"United States","United States",3,7,5,"37UEWGM5HT9VS54Z7L539J3VYU0R1R","3AQN9REUTFHWVHZ4B6BQTX1IOR4YDU","","","Dissonance_no_write",9,1,1
"231","Exp1First",3.33333333333333,1,1,3,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,2.9375,3.75,5,7,3,31,1,"Usa","Usa",1,7,1,"33CID57104UGZAN1P5MQB09TQMR3L7","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","","Dissonance_no_write",9,1,1
"232","Exp1First",3.33333333333333,1,1,3,2,3,5,5,3,9,1,1,1,8,4,1,NA,NA,NA,NA,4.6875,3.91666666666667,5.5,8,5,64,2,"USA","USA",3,7,5,"37W3JXSD669XQ7WOI4MIA5MMXUPWYY","3M47JKRKCX2IV2T7OF5IOE3OEQF86Z","","","Dissonance_no_write",8,4,1
"233","Exp1First",3.5,1,2,1,3,1,3,1,3,9,1,1,1,7,1,2,NA,NA,NA,NA,3.4375,3.66666666666667,6.5,1,1,37,2,"USA","USA",4,7,6,"3LQ8PUHQFLTT3HMUJNEFNEIBSNDHIC","371QPA24C2P6M0KYL74WKE8UKSJT1A","","","Dissonance_no_write",7,1,2
"234","Exp2First",2.83333333333333,1,1,2,3,5,5,8,3,1,4,9,1,2,4,3,NA,NA,NA,NA,4.5625,4.08333333333333,5,5,6,27,1,"us","us",4,6,7,"3QBD8R3Z21K9NR922B71DM5TZRRO4T","3JVP4ZJHDPTG6XJ5VC1SS2NB4JY0IY","","","Dissonance_no_write",2,4,3
"235","Exp2First",3.5,1,1,2,3,5,2,3,3,7,2,2,1,5,6,6,NA,NA,NA,NA,3.6875,4.25,6,0,5,38,1,"Usa","Usa",4,7,4,"37QW5D2ZRGNP4KOXLVENE3VZY2S8SJ","3YGYP13641AWKSEVM5XZH6KFZ8RNRZ","","","Dissonance_no_write",5,6,6
"236","Exp1First",3.5,1,1,2,3,5,5,5,3,9,7,9,NA,NA,NA,NA,1,1,9,9,3,4.33333333333333,6.5,2,9,28,2,"USA","USA",4,7,3,"3TUI152ZZBOVG4PZU6G34TTQ2811Q3","3ZG552ORAM5SOD6J964PQF6K9JE2VH","","","Dissonance_no_write",1,9,9
"237","Exp1First",3.16666666666667,1,1,2,3,3,2,3,3,5,5,3,NA,NA,NA,NA,1,1,7,6,4.125,4.16666666666667,4.5,2,3,35,2,"USA","USA",4,7,6,"31QNSG6A5RU3LM45XSGCJCZ3BOF87W","306W7JMRYYZO1EA2K6MQZUPGSRQ8BK","","","Dissonance_no_write",1,7,6
"238","Exp1First",3.66666666666667,1,3,1,2,3,1,5,3,9,1,1,NA,NA,NA,NA,1,3,4,5,3.75,3.58333333333333,2.5,1,13,33,1,"USA","USA",3,7,7,"3EJPLAJKEMHZ1IRNN8BXQIWBFMXZ6O","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","","Dissonance_no_write",3,4,5
"239","Exp2First",3.5,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,1,1,3.125,3.58333333333333,6.5,4,11,43,2,"United States","United States",4,7,6,"3IOEN3P9S7K26M6FFX25YOCZ27Q61C","3J9UN9O9J3TC183BDUMS432BHYN0JA","","","Dissonance_no_write",5,1,1
"240","Exp2First",4,1,1,2,3,1,1,1,3,9,1,1,1,6,1,1,NA,NA,NA,NA,4.25,3.91666666666667,2.5,2,2,61,1,"United States of America","United States of America",4,7,6,"3Z2R0DQ0JHFD8MHQ4JLHFVEHBBS2EA","30EV7DWJTVWXA8KP1J3CNRRQ75HY62","","","Dissonance_no_write",6,1,1
"241","Exp2First",2.83333333333333,1,3,2,1,1,1,1,3,3,1,2,NA,NA,NA,NA,1,4,2,1,2.875,3.91666666666667,5,1,13,63,2,"USA","USA",4,7,6,"3R2PKQ87NW9FVVN5AKUSFJQ799GMIU","3087LXLJ6MHWW6HFU4V7P5AJOR60F7","","","Dissonance_no_write",4,2,1
"242","Exp1First",2.83333333333333,1,2,1,3,1,2,3,3,9,1,1,NA,NA,NA,NA,1,5,3,5,3.8125,3.41666666666667,4.5,5,7,63,2,"United States","United States",2,6,4,"3PJUZCGDJ6H7Z5SYCPEWX8Q96E598B","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","","Dissonance_no_write",5,3,5
"243","Exp1First",3.83333333333333,1,2,1,3,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3,4.25,1,1,18,47,2,"UNITED STATES","UNITED STATES",2,7,7,"3YGXWBAF70I8E2CZC6YAIMBCADB4CF","37MQ8Z1JQEX9S71OEHR9XEAER0FY2L","","","Dissonance_no_write",9,1,1
"244","Exp1First",3.66666666666667,1,2,1,3,1,2,3,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.1875,3.66666666666667,6,3,6,40,2,"United States","United States",4,7,7,"3Z7VU45IPYI4UWQQH2ZGVM5U7BUZ13","37S0QRNUFBH5ZGCVHU2G8SZFKL588L","","","Dissonance_no_write",9,1,1
"245","Exp1First",3.5,1,3,2,1,3,1,3,3,5,1,1,NA,NA,NA,NA,1,1,5,7,4.9375,4.25,7,6,4,40,1,"USA","USA",4,7,4,"3FFJ6VRIL1PISHGYLF7UHMJU67O0I8","3H4IKZHALBJB5UM3TYGI8MF5YB2NNB","","","Dissonance_no_write",1,5,7
"246","Exp2First",4.5,1,1,2,3,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,2.75,2.58333333333333,4,0,18,65,2,"USA","USA",4,7,5,"32ZKVD547FO4M11PYSXWXXDOETO3BX","3N5YJ55YXG44LBSEKUBDMGV5Z43NAR","","","Dissonance_no_write",9,1,1
"247","Exp2First",2.16666666666667,1,2,1,3,1,2,1,3,9,1,1,NA,NA,NA,NA,1,5,6,5,3.375,4.16666666666667,6.5,3,5,47,2,"United States","United States",4,7,6,"3A0EX8ZRN8P524YDNDQMNR91NTHBY7","3N5YJ55YXG44LBSEKUBDMGV5Z43NAR","","","Dissonance_no_write",5,6,5
"248","Exp2First",3.66666666666667,1,3,1,2,2,1,1,3,7,3,2,NA,NA,NA,NA,1,2,8,7,4.75,3.75,7,2,11,57,1,"United States","United States",4,7,7,"3IJXV6UZ1XK6SB0XFSQ91IKHFXORIY","3FVBZG9CLJFGA28LPUJ7SQMW46J0H5","","","Dissonance_no_write",2,8,7
"249","Exp1First",2.33333333333333,1,2,1,3,2,2,3,3,9,2,1,1,6,4,4,NA,NA,NA,NA,4.5,4.41666666666667,6.5,1,6,31,1,"USA","USA",3,7,6,"3S0TNUHWKTJJ2V5FO5JYJ49ZX0TD87","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","","Dissonance_no_write",6,4,4
"250","Exp1First",3.83333333333333,1,1,2,3,4,1,2,3,7,3,2,1,2,8,6,NA,NA,NA,NA,3.875,3.83333333333333,6.5,2,3,30,1,"USA","USA",4,7,6,"33SA9F9TRXVZK2FXI3AO32U6FJXEWG","3NCN4N1H1GI94LX6Q8B9HRFBHMONBM","","","Dissonance_no_write",2,8,6
"251","Exp2First",3.16666666666667,1,2,1,3,2,2,2,3,6,2,1,1,5,6,3,NA,NA,NA,NA,3.875,3.83333333333333,3.5,0,3,49,2,"United States","United States",4,7,6,"3JZQSN0I3QBVTUPTY9QCZHTIXWLFGZ","3J6BHNX0U9TAXO10WLO2GUY14GXNK6","","","Dissonance_no_write",5,6,3
"252","Exp1First",2.5,1,3,1,2,4,7,6,3,4,3,5,1,5,4,3,NA,NA,NA,NA,4.3125,3.5,4.5,3,11,35,1,"USA","USA",1,7,7,"3NC5L260MONJL76RMS3K4Q2KOIEFOO","356TQKY9XFY1Z27C7PAAUS3K91Z87Y","","","Dissonance_no_write",5,4,3
"253","Exp1First",3.33333333333333,1,2,3,1,6,6,6,3,7,3,3,1,1,3,3,NA,NA,NA,NA,2.875,4,4.5,0,8,33,2,"United States","United States",3,7,2,"34FNN24DCMA3DOH4M3Z9K599DYZ5Y6","3UL5XDRDNCKMCYTTJWVDW8POIV485J","","","Dissonance_no_write",1,3,3
"254","Exp1First",3.83333333333333,1,1,3,2,1,1,1,3,9,2,2,NA,NA,NA,NA,1,7,7,4,3.625,4.58333333333333,6,1,7,57,2,"US","US",5,7,6,"3L4D84MILZTPYS6015ZFZFXB53IJH8","38F60IALAGI6FBZGPO0W69PKF0DT07","","","Dissonance_no_write",7,7,4
"255","Exp2First",3.66666666666667,1,2,3,1,1,2,2,3,3,8,8,NA,NA,NA,NA,1,3,1,3,4.3125,3.25,7,6,2,43,1,"USA","USA",5,7,5,"3PH3VY7DJLYXVX6TEQO1OCVO3P8WZ6","3L55D8AUFAYMQPTQBAGF9RJ03RSYCU","","","Dissonance_no_write",3,1,3
"256","Exp2First",2.16666666666667,1,3,2,1,1,1,1,3,9,1,1,1,7,1,1,NA,NA,NA,NA,4.5625,3.25,7,10,3,36,2,"United States","United States",2,7,4,"3KJYX6QCM9CUGT1K6UGJEGOKDIUJVZ","389A2A304OJPTUX53256HZPGREE0CW","","","Dissonance_no_write",7,1,1
"257","Exp2First",3.33333333333333,1,1,3,2,4,3,3,3,6,6,5,1,6,6,6,NA,NA,NA,NA,4.5,4.08333333333333,5.5,1,2,61,1,"United States","United States",4,7,3,"3PJUZCGDJ6H7Z5SYCPEWX8Q96FI89P","3FO95NVK5C1T0560U1ELG0ULM7ZSRG","","","Dissonance_no_write",6,6,6
"258","Exp1First",3.66666666666667,1,2,1,3,1,2,2,3,5,1,1,1,3,2,1,NA,NA,NA,NA,2.8125,4,3.5,4,6,61,1,"United States","United States",4,7,7,"3WZ36BJEV3H9LIZJD73NFAHM8S6TB9","31GN6YMHLPTY81NMTVOR3Z22EMESWJ","","","Dissonance_no_write",3,2,1
"259","Exp2First",2.83333333333333,1,2,1,3,2,3,3,3,9,1,2,NA,NA,NA,NA,1,4,4,4,4.625,4.33333333333333,5,4,10,34,2,"United States","United States",5,7,5,"3B4YI393V9X7N436ZTKSVUV0AXFSSL","3JAOYN9IHL3XXM0JTWCOQUJTODL33W","","","Dissonance_no_write",4,4,4
"260","Exp2First",2.16666666666667,1,3,2,1,2,2,2,3,7,1,2,NA,NA,NA,NA,1,7,6,6,4.0625,3.16666666666667,5.5,3,5,35,2,"United States","United States",4,7,4,"32RIADZISS5OLJ1V9SOAXRFUWHBS4D","3UL5XDRDNCKMCYTTJWVDW8POIV485J","","","Dissonance_no_write",7,6,6
"261","Exp1First",3.5,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,5,5,1,3.0625,4.33333333333333,4,2,14,32,2,"USA","USA",4,7,6,"3OHYZ19UGC6OPGPJBCHSQPRTR27AOC","30UZJB2POHD0B1NN7F0H5RHD29C35M","","","Dissonance_no_write",5,5,1
"262","Exp2First",3.83333333333333,1,1,3,2,1,1,2,3,9,1,1,NA,NA,NA,NA,1,2,6,5,4.5625,3,7,3,10,40,2,"USA","USA",2,7,6,"3S96KQ6I9M520FX3R3UTA05MBDMDT4","3G3AJKPCXLTJVLGBIVAXQT7CBEBY4H","","","Dissonance_no_write",2,6,5
"263","Exp2First",3.83333333333333,1,2,3,1,2,2,2,3,8,1,1,1,6,3,3,NA,NA,NA,NA,4.125,3.75,5,4,8,58,2,"United States","United States",5,7,6,"3TXD01ZLD4I40WTZYXJACSXIHE24UB","3SD15I2WD2VWU5N1CYAMXXVDY4N362","","","Dissonance_no_write",6,3,3
"264","Exp2First",2.83333333333333,1,3,2,1,1,1,1,3,9,1,1,1,2,7,7,NA,NA,NA,NA,4.125,4.08333333333333,6,0,10,59,1,"USA","USA",4,7,5,"3AAJC4I4FGTBPD6U7R5MZM1G1T9JZ8","3D1UCPY6GGAJYJ6P5D7KHBR44ZD38O","","","Dissonance_no_write",2,7,7
"265","Exp2First",4,1,3,2,1,1,3,2,3,9,1,1,1,7,2,1,NA,NA,NA,NA,3.75,3.41666666666667,6.5,1,13,64,2,"USA","USA",4,7,4,"352YTHGROVEZVANFYYCBTD8SN62H4P","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","","Dissonance_no_write",7,2,1
"266","Exp2First",3,1,1,3,2,2,2,2,3,7,2,2,NA,NA,NA,NA,1,2,8,7,5.125,3.58333333333333,6.5,1,3,39,2,"USA","USA",3,7,4,"3D3VGR7TA0GR28IEUPJMXCISWF5R3C","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Dissonance_no_write",2,8,7
"267","Exp2First",2,1,3,1,2,4,1,2,3,7,5,4,NA,NA,NA,NA,1,3,6,6,4.75,3.41666666666667,6,10,1,48,1,"United States","United States",3,7,3,"3EJPLAJKEMHZ1IRNN8BXQIWBFNT6ZT","3UUIU9GZC565AILHMU68N4LBW8P5T5","","","Dissonance_no_write",3,6,6
"268","Exp2First",1.83333333333333,1,3,1,2,5,5,5,3,5,1,9,NA,NA,NA,NA,1,1,9,9,3.3125,2.25,4,8,9,45,2,"United States of America","United States of America",2,7,6,"3SB5N7Y3O354WQA3VR7RWA6ERUDG0D","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","","Dissonance_no_write",1,9,9
"269","Exp2First",4.5,1,3,1,2,3,1,3,3,1,9,9,NA,NA,NA,NA,1,1,9,5,3.6875,4.91666666666667,7,1,16,38,1,"USA","USA",4,7,7,"3UJ1CZ6IZHQ6H25VNX7K2JL8WDH5S6","37S0QRNUFBH5ZGCVHU2G8SZFKL588L","","","Dissonance_no_write",1,9,5
"270","Exp1First",3,1,2,3,1,3,3,4,3,7,3,3,1,6,5,4,NA,NA,NA,NA,3.5,4.41666666666667,3.5,3,5,71,1,"United States","United States",4,7,5,"3JCG6DTRV3RJX89GFL6I5U1YALLQQH","3G3AJKPCXLTJVLGBIVAXQT7CBEBY4H","","","Dissonance_no_write",6,5,4
"271","Exp2First",1.5,1,1,3,2,1,1,1,3,7,2,2,1,5,4,3,NA,NA,NA,NA,3.6875,3.33333333333333,6.5,1,4,45,2,"usa","usa",2,7,4,"3SBEHTYCWN4FPCCJTNI39EDEIKMIYA","3WRBLBQ2GR92A6DA5O1P7QAVP660G6","","","Dissonance_no_write",5,4,3
"272","Exp1First",4.16666666666667,1,1,2,3,7,6,6,3,3,7,7,1,3,7,7,NA,NA,NA,NA,4.0625,4,6.5,0,3,27,2,"USA","USA",4,7,7,"3ZAZR5XV01JOHZ0OXZO0CIOLB96ZCG","3FVBZG9CLJFGA28LPUJ7SQMW46J0H5","","","Dissonance_no_write",3,7,7
"273","Exp1First",1.66666666666667,1,2,3,1,1,1,1,3,4,9,8,1,5,6,6,NA,NA,NA,NA,3.9375,3.16666666666667,6.5,8,2,49,1,"United States","United States",5,7,6,"3M0BCWMB8VX1DZ3D8C8Y2UOLCM3WBH","30P8I9JKOIMKNAP6RP6NOM9WTT55VL","","","Dissonance_no_write",5,6,6
"274","Exp1First",3.33333333333333,1,2,1,3,2,2,2,3,7,3,3,NA,NA,NA,NA,1,5,5,5,3.5,3.75,3,4,11,46,2,"US","US",4,7,2,"30ZX6P7VF8WLJ23IIKW8CBR9GKHJ27","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","","Dissonance_no_write",5,5,5
"275","Exp1First",2.83333333333333,1,1,2,3,3,4,4,3,5,3,3,1,4,2,4,NA,NA,NA,NA,4.3125,3.58333333333333,4.5,4,3,39,1,"United States","United States",3,7,5,"3RJSC4XJ10V6GTLJEVO0SDFP1L505L","3J6BHNX0U9TAXO10WLO2GUY14GXNK6","","","Dissonance_no_write",4,2,4
"276","Exp1First",2.66666666666667,1,1,3,2,2,2,3,3,7,4,1,1,4,8,5,NA,NA,NA,NA,4.1875,4.25,4.5,5,7,38,1,"United States","United States",3,7,3,"3ZGVPD4G6TI53G2ZJLJQ1SOPZVAZT3","3SD15I2WD2VWU5N1CYAMXXVDY4N362","","","Dissonance_no_write",4,8,5
"277","Exp1First",2.66666666666667,1,1,3,2,4,4,3,3,7,2,2,NA,NA,NA,NA,1,5,5,3,4.375,4.25,4,3,3,72,1,"United States","IN",4,7,4,"3JAOYWH7VI52ECCH6EN02DCFQF0L97","344M16OZKIG7BO9Q0ZDZIZLWKJ1NEM","","","Dissonance_no_write",5,5,3
"278","Exp2First",3.5,1,3,1,2,2,1,1,3,1,1,1,NA,NA,NA,NA,1,4,2,1,5,3.91666666666667,6,0,11,49,2,"usa","usa",3,7,7,"3G5F9DBFOPYYPN6UIUDY23850QCHVE","3JVP4ZJHDPTG6XJ5VC1SS2NB4JY0IY","","","Dissonance_no_write",4,2,1
"279","Exp2First",3,1,3,1,2,3,3,2,3,5,1,1,NA,NA,NA,NA,1,4,2,4,3.375,3.5,4,0,3,76,1,"USA","USA",4,7,5,"3ERMJ6L4DYTI6B69RTQVOU0YVU5M71","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","","Dissonance_no_write",4,2,4
"280","Exp2First",2.33333333333333,1,1,3,2,3,2,2,3,6,1,3,1,4,6,6,NA,NA,NA,NA,4.625,3.91666666666667,5,4,6,35,2,"United States","United States",3,7,6,"3YDTZAI2WXHORZ21W99Q1QSL6HP14T","3TZ0XG8CBUL5DLV5MM8U8OUQ4RN89A","","","Dissonance_no_write",4,6,6
"281","Exp1First",3,1,3,1,2,1,1,1,3,1,1,1,NA,NA,NA,NA,1,1,1,1,4.625,5.25,7,6,9,46,2,"United States","United States",4,7,7,"3PWWM24LHSZWZL7ZRGZHNLIV09028J","3BFNCI9LYKRFY516V8FE3BV9TF7371","","","Dissonance_no_write",1,1,1
"282","Exp1First",4.33333333333333,1,3,1,2,1,1,3,3,1,9,9,1,6,1,5,NA,NA,NA,NA,5,3.91666666666667,7,5,0,33,2,"United States","United States",1,7,5,"3UNH76FOCS61LV2AE2GV17KVZTJMY7","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_no_write",6,1,5
"283","Exp2First",2.5,1,2,3,1,1,1,1,3,8,1,1,1,4,6,6,NA,NA,NA,NA,4.0625,3.83333333333333,6.5,2,4,57,2,"USA","USA",4,7,6,"39LOEL67OS6LK33IVGDM6VNN6N038V","351S7I5UG9XFM4VIE0OQFFYOPRXNJ7","","","Dissonance_no_write",4,6,6
"284","Exp1First",4.5,1,1,2,3,4,5,4,3,7,1,1,NA,NA,NA,NA,1,6,1,1,4.5625,4.16666666666667,6,1,10,34,1,"United States","United States",5,7,7,"3QRYMNZ7FYIBMROGGX8W65HGPHCTNQ","38VTL6WC4AE1R4KBW0T7VLDQBA6Y5M","","","Dissonance_no_write",6,1,1
"285","Exp1First",3.16666666666667,1,2,3,1,3,3,3,3,9,1,1,1,5,2,2,NA,NA,NA,NA,4.1875,3.41666666666667,4.5,0,13,47,2,"United States","United States",4,7,6,"3MB8LZR5BFUMV8V8ABEPSMQV19LKL9","3HEM8MA6H9DWBCB8P5LRG5F531QPQW","","","Dissonance_no_write",5,2,2
"286","Exp1First",3.66666666666667,1,2,1,3,1,1,1,3,9,1,1,1,1,8,8,NA,NA,NA,NA,5.0625,3.58333333333333,7,1,5,59,1,"United States","United States",4,7,7,"35DR22AR5DLBZ44Q3OPEMU4GXWA3X4","37NXA7GVST7YPZSRJCMU5B5TFJ4VLY","","","Dissonance_no_write",1,8,8
"287","Exp1First",2.33333333333333,1,2,3,1,4,2,2,3,8,6,5,NA,NA,NA,NA,1,4,5,5,4.875,3.66666666666667,6,1,1,33,1,"United States","United States",4,7,7,"3ZQIG0FLQEHGMD1JDTZY36ISFFYVW3","38F60IALAGI6FBZGPO0W69PKF0DT07","","","Dissonance_no_write",4,5,5
"288","Exp2First",1.66666666666667,1,1,3,2,2,3,4,3,4,2,1,1,3,5,2,NA,NA,NA,NA,4.5625,3.83333333333333,5.5,6,6,51,2,"USA","USA",3,7,5,"35GMH2SV3EIRFT6VRHJEM8HKCIWEO4","3VZYA8PITOZ4U9OQOSIY3TJ6ZXS05O","","","Dissonance_no_write",3,5,2
"289","Exp1First",1.5,1,1,2,3,1,1,1,3,8,1,1,1,3,4,1,NA,NA,NA,NA,3.0625,3.25,7,3,11,33,1,"usa","usa",4,7,2,"3PJUZCGDJ6H7Z5SYCPEWX8Q96GD89M","3MWOYZD5WVPTNFMFUDGVNBFAOL7NOQ","","","Dissonance_no_write",3,4,1
"290","Exp1First",2,1,3,1,2,1,3,3,3,7,1,1,NA,NA,NA,NA,1,2,2,1,4.625,3.83333333333333,4,4,8,35,1,"United States","United States",2,7,4,"34PGFRQONOC7VI1PW4LF0I7YKSSJW7","3P520RYKCH7KAV06MZWIS07DFMW5UW","","","Dissonance_no_write",2,2,1
"291","Exp1First",1.5,1,2,3,1,3,1,1,3,6,3,2,NA,NA,NA,NA,1,2,9,6,4.6875,3.33333333333333,7,13,2,36,1,"USA","USA",3,7,1,"33IZTU6J812FJLP5T3QFU2CSPDBSXP","3L2OEKSTW9BKEM3DUY0A75NHD07Y8O","","","Dissonance_no_write",2,9,6
"292","Exp1First",3.16666666666667,1,1,3,2,1,1,1,3,9,1,1,1,7,1,2,NA,NA,NA,NA,4.3125,4.33333333333333,3.5,4,8,68,2,"United States","United States",4,7,7,"34MAJL3QP4OK12GGJDN9PJ7I42843V","3ICOHX7ENCC4QSHJZTB17NPJCQR0EP","","","Dissonance_no_write",7,1,2
"293","Exp1First",4.16666666666667,1,1,2,3,5,5,7,3,9,1,1,1,5,5,5,NA,NA,NA,NA,2.75,3.75,3,1,11,46,2,"United States","USA",4,7,6,"3HYA4D452RK5E0HMZU5NXDZHNEH2F6","37Y5RYYI0P6DX1SC30KD5IG9NOKSXC","","","Dissonance_no_write",5,5,5
"294","Exp2First",4.5,1,2,1,3,2,2,3,3,9,1,1,1,8,2,1,NA,NA,NA,NA,3.5,4.75,4,1,15,35,1,"USA","USA",3,7,2,"3PDJHANYK5HDAXRTHM5QQBS6JYX6HQ","3V8JSVE8YYR1NND471MAZFJ3O35YEN","","","Dissonance_no_write",8,2,1
"295","Exp1First",1.83333333333333,1,3,1,2,2,4,3,3,7,3,2,1,4,5,4,NA,NA,NA,NA,4.25,3.83333333333333,5.5,4,3,20,1,"United States","United States",4,7,4,"32N49TQG3GJJF0YGCO36LHL1NWXVAU","37MQ8Z1JQEX9S71OEHR9XEAER0FY2L","","","Dissonance_no_write",4,5,4
"296","Exp2First",3.5,1,1,2,3,3,2,1,3,7,7,4,NA,NA,NA,NA,1,3,7,7,4.25,3.58333333333333,6.5,5,1,47,2,"United States","United States",3,7,6,"3GGAI1SQEVZOIS15IAY64GSCW68MC8","3TLFH2L6Y9PDBL2U4B4APXIZCYY2T1","","","Dissonance_no_write",3,7,7
"297","Exp2First",2.83333333333333,1,3,2,1,2,2,4,3,9,1,1,1,9,1,1,NA,NA,NA,NA,2.9375,4,4.5,1,18,58,1,"United States","United States",2,7,6,"3U4J9857OECMNK2C040MAEP4JWD7BB","3YGYP13641AWKSEVM5XZH6KFZ8RNRZ","","","Dissonance_no_write",9,1,1
"298","Exp1First",2.83333333333333,1,2,3,1,3,4,3,3,6,3,3,NA,NA,NA,NA,1,3,5,5,4.8125,3.25,6.5,4,4,55,1,"USA","USA",4,7,6,"3V5Q80FXIXSAYO1TFZ4LW4AKKOF230","3BFF0DJK8XD6GKJSYQJGGFV3ASWSTT","","","Dissonance_no_write",3,5,5
